,tweet_id,airline_sentiment,name,text,tweet_coord,tweet_created,tweet_location,user_timezone
48,5.70011e+17,neutral,BobGlavinVO,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,,23/02/15 16:01,"New York, NY",Eastern Time (US & Canada)
49,5.7001e+17,neutral,lisaaiko,@VirginAmerica @ladygaga @carrieunderwood All were entertaining,,23/02/15 15:58,,
50,5.70009e+17,neutral,grantbrowne,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",,23/02/15 15:55,Worldwide,Central Time (US & Canada)
51,5.70007e+17,positive,joyabsalon,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,,23/02/15 15:46,Northern Virginia,Eastern Time (US & Canada)
52,5.70004e+17,neutral,2v,@VirginAmerica wish you flew out of Atlanta... Soon?,,23/02/15 15:36,Los Angeles / Atlanta,Eastern Time (US & Canada)
53,5.70001e+17,neutral,KSmithFoundHere,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,,23/02/15 15:24,,Atlantic Time (Canada)
54,5.7e+17,neutral,papamurat,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,,23/02/15 15:19,,
55,5.69996e+17,negative,murphicus,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,,23/02/15 15:05,"new york, new york",Eastern Time (US & Canada)
56,5.69996e+17,positive,VinnieFerra,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,,23/02/15 15:04,"brooklyn, Ny",Pacific Time (US & Canada)
57,5.6999e+17,positive,KevinDemsi,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,,23/02/15 14:40,"Bali, Republic of Indonesia",Kuala Lumpur
58,5.6999e+17,neutral,giffgaffman,@VirginAmerica @ladygaga @carrieunderwood - Carrie!,,23/02/15 14:40,"UK, USA. ",
59,5.6999e+17,neutral,HanlonBrothers,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,,23/02/15 14:37,"Gold Coast, Australia",Brisbane
60,5.69989e+17,neutral,emilybg78,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,,23/02/15 14:36,"Stockton, CA",Arizona
61,5.69989e+17,negative,rachie1126,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,,23/02/15 14:35,"New York, NY",Eastern Time (US & Canada)
62,5.69988e+17,neutral,adawson66,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌","[33.57963333, -117.73024772]",23/02/15 14:30,,
63,5.69987e+17,neutral,SocialPLC,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",,23/02/15 14:26,"Twin Cities, Minn.",Eastern Time (US & Canada)
64,5.69986e+17,positive,jeffreymace01,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,,23/02/15 14:25,,
65,5.69982e+17,neutral,1stcrown,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,,23/02/15 14:09,USA,Central Time (US & Canada)
66,5.69977e+17,negative,onerockgypsy,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,,23/02/15 13:46,next city,Pacific Time (US & Canada)
67,5.69974e+17,negative,noelduan,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",,23/02/15 13:35,SF ↔ NY,Eastern Time (US & Canada)
68,5.69973e+17,positive,Travelzoo,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,,23/02/15 13:30,"New York, NY",Pacific Time (US & Canada)
69,5.69967e+17,negative,gianagon,@VirginAmerica everything was fine until you lost my bag,"[40.6413712, -73.78311558]",23/02/15 13:08,New York + Panama,Eastern Time (US & Canada)
70,5.69962e+17,neutral,bxchen,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,,23/02/15 12:47,"San Francisco, CA",Eastern Time (US & Canada)
71,5.6995e+17,neutral,seimatrun,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,,23/02/15 12:00,Los Angeles,
72,5.69949e+17,neutral,jamied7,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",,23/02/15 11:56,"London, England",London
73,5.69946e+17,negative,seimatrun,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,,23/02/15 11:46,Los Angeles,
74,5.69943e+17,positive,mrmichaellay,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.","[36.08457854, -115.13780136]",23/02/15 11:32,Floridian from Cincinnati ,Eastern Time (US & Canada)
75,5.69942e+17,positive,TaylorLumsden,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,,23/02/15 11:28,"Dallas, Texas",Mountain Time (US & Canada)
76,5.69941e+17,neutral,campusmoviefest,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",,23/02/15 11:24,USA,Eastern Time (US & Canada)
77,5.6994e+17,neutral,TaylorLumsden,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,,23/02/15 11:22,"Dallas, Texas",Mountain Time (US & Canada)
78,5.69935e+17,negative,meme_meng,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,,23/02/15 11:02,,
79,5.69934e+17,neutral,kyle_romanoff,@VirginAmerica what happened to Doom?!,,23/02/15 10:58,,
80,5.69934e+17,negative,GunsNDip,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,,23/02/15 10:56,,Pacific Time (US & Canada)
81,5.69934e+17,positive,artisticwritr87,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,,23/02/15 10:56,"Seattle, WA",Pacific Time (US & Canada)
82,5.69933e+17,negative,arieldaie,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,,23/02/15 10:54,Los Angeles,
83,5.69933e+17,negative,GunsNDip,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,,23/02/15 10:54,,Pacific Time (US & Canada)
84,5.69929e+17,negative,GunsNDip,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,,23/02/15 10:38,,Pacific Time (US & Canada)
85,5.69927e+17,negative,jsatk,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,"[0.0, 0.0]",23/02/15 10:29,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada)
86,5.69923e+17,neutral,serenaklal,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,,23/02/15 10:15,Chicago,Eastern Time (US & Canada)
87,5.69922e+17,neutral,openambit1,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,,23/02/15 10:09,,
88,5.69921e+17,neutral,cabowine,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,,23/02/15 10:04,"Los Cabos,Mexico",Arizona
89,5.69919e+17,negative,MaryAnnTaylorT,@VirginAmerica Why is the site down?  When will it be back up?,,23/02/15 9:57,"New York, NY",Arizona
90,5.69916e+17,neutral,RamotControl,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",,23/02/15 9:45,,Pacific Time (US & Canada)
91,5.69913e+17,neutral,losermelon,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",,23/02/15 9:35,,
92,5.69912e+17,negative,AlisonK33774854,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,,23/02/15 9:29,,
93,5.69912e+17,negative,GunsNDip,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",,23/02/15 9:28,,Pacific Time (US & Canada)
94,5.69911e+17,neutral,yazdanagh,@VirginAmerica why is flight 345 redirected?,,23/02/15 9:26,,
95,5.69911e+17,negative,MerchEngines,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",,23/02/15 9:25,"Los Angeles, CA",Arizona
96,5.69909e+17,negative,ColorCartel,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,,23/02/15 9:18,"Austin, TX",Mountain Time (US & Canada)
97,5.69907e+17,negative,MustBeSpoken,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,,23/02/15 9:11,,
98,5.69897e+17,negative,mattbunk,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,,23/02/15 8:29,"Sterling Heights, MI",Eastern Time (US & Canada)
99,5.69894e+17,negative,louisjenny,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,,23/02/15 8:19,Washington DC,Quito
100,5.69894e+17,neutral,STravelsW,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,,23/02/15 8:19,"Manhattan Beach, CA",
101,5.69892e+17,negative,GunsNDip,@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,,23/02/15 8:11,,Pacific Time (US & Canada)
102,5.69891e+17,neutral,joeyrenagade,@VirginAmerica check out new music http://t.co/maRcnOCWzn,,23/02/15 8:08,Greater Los Angeles,
103,5.69891e+17,negative,mrmichaellay,@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky,"[0.0, 0.0]",23/02/15 8:08,Floridian from Cincinnati ,Eastern Time (US & Canada)
104,5.69887e+17,negative,GunsNDip,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,,23/02/15 7:51,,Pacific Time (US & Canada)
105,5.69887e+17,positive,TheDuchessSF,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",,23/02/15 7:50,Online,Pacific Time (US & Canada)
106,5.69885e+17,negative,BeLeather,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm,"[0.0, 0.0]",23/02/15 7:40,,Pacific Time (US & Canada)
107,5.69884e+17,negative,BeLeather,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,"[0.0, 0.0]",23/02/15 7:40,,Pacific Time (US & Canada)
108,5.69882e+17,neutral,drcaseydrake,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,"[37.79374402, -122.39327564]",23/02/15 7:28,"Dallas, TX",
109,5.69874e+17,positive,flyfromWAS,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",,23/02/15 6:57,"Washington, DC",Eastern Time (US & Canada)
110,5.69874e+17,neutral,flyfromSEA,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",,23/02/15 6:57,Seattle,Central Time (US & Canada)
111,5.69874e+17,positive,flyfromNYC,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",,23/02/15 6:57,"New York City, NY",Central Time (US & Canada)
112,5.69874e+17,neutral,flyfromLAX,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",,23/02/15 6:57,"Los Angeles, CA",Central Time (US & Canada)
113,5.69872e+17,positive,Silvanabfer,@VirginAmerica Have a great week 🌞✈,,23/02/15 6:51,,
114,5.69861e+17,positive,AdamJdubs,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,,23/02/15 6:07,Earth,Eastern Time (US & Canada)
115,5.69848e+17,negative,nicholas_v,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?","[26.074379, -80.1416831]",23/02/15 5:15,,Eastern Time (US & Canada)
116,5.69814e+17,positive,tstashajones,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",,23/02/15 3:01,"Halifax, Nova Scotia, Canada",Eastern Time (US & Canada)
117,5.69778e+17,positive,SkateMamas,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,,23/02/15 0:35,"Los Angeles, CA",
118,5.69774e+17,positive,dngoo,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,,23/02/15 0:21,"Near a park, water, or lights",Pacific Time (US & Canada)
119,5.6977e+17,positive,SamBrittenham,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",,23/02/15 0:06,USA,Eastern Time (US & Canada)
120,5.69748e+17,negative,usagibrian,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,,22/02/15 22:39,San Francisco CA,Pacific Time (US & Canada)
121,5.69741e+17,negative,usagibrian,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",,22/02/15 22:11,San Francisco CA,Pacific Time (US & Canada)
122,5.69738e+17,negative,KindofLuke,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,,22/02/15 21:56,,
123,5.69714e+17,positive,ptbrodie,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,,22/02/15 20:23,San Francisco,
124,5.69675e+17,positive,cheryleng,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,"[33.9469039, -118.40716847]",22/02/15 17:48,,Pacific Time (US & Canada)
125,5.69674e+17,neutral,HishamSharaby,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?",,22/02/15 17:45,New York,Eastern Time (US & Canada)
126,5.69666e+17,negative,ChrisFordisHere,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,"[51.04345575, -114.06071363]",22/02/15 17:14,NYC,Tehran
127,5.69652e+17,positive,JKF1897,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,,22/02/15 16:18,,
128,5.69649e+17,neutral,F6x,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?,"[40.64662464, -73.77090177]",22/02/15 16:05,"San Francisco, CA",Pacific Time (US & Canada)
129,5.69643e+17,neutral,lawyang588,@VirginAmerica is flight 882 Cancelled Flightled and what do I do if it is?,,22/02/15 15:41,,
130,5.69643e+17,negative,melokudo,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.,,22/02/15 15:40,,Eastern Time (US & Canada)
131,5.69634e+17,negative,ChrysiChrysic,@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry,,22/02/15 15:06,,
132,5.69634e+17,neutral,nikkisixxfan93,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,,22/02/15 15:03,"Sacramento,California",Pacific Time (US & Canada)
133,5.69633e+17,negative,ChrysiChrysic,@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!,,22/02/15 15:02,,
134,5.6963e+17,negative,MOCBlogger,@VirginAmerica Another delayed flight? #likingyoulessandless,,22/02/15 14:49,San Diego,Alaska
135,5.69627e+17,negative,tfaz,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,,22/02/15 14:39,"Oakland, California",Pacific Time (US & Canada)
136,5.69626e+17,positive,lisaptv,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,,22/02/15 14:32,,Mountain Time (US & Canada)
137,5.69626e+17,neutral,dropapp,"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9",,22/02/15 14:31,,
138,5.6962e+17,positive,HollywoodHotMom,@VirginAmerica always!!! Xoxo,,22/02/15 14:09,All Over!,Pacific Time (US & Canada)
139,5.6962e+17,negative,GoShar2012,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,,22/02/15 14:07,"Providence, RI",Eastern Time (US & Canada)
140,5.69619e+17,negative,MOCBlogger,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,,22/02/15 14:03,San Diego,Alaska
141,5.69616e+17,positive,SkateMamas,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!,,22/02/15 13:55,"Los Angeles, CA",
142,5.69615e+17,neutral,FiDiFamilies,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,,22/02/15 13:49,New York City ,Eastern Time (US & Canada)
143,5.69614e+17,negative,jarrydosborne,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,,22/02/15 13:47,New York,Eastern Time (US & Canada)
144,5.69614e+17,positive,HollywoodHotMom,@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!,,22/02/15 13:45,All Over!,Pacific Time (US & Canada)
145,5.6961e+17,negative,mlorenzen,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",,22/02/15 13:29,"iPhone: 29.741360,-90.131523",Pacific Time (US & Canada)
146,5.69608e+17,negative,Tyler_Starrine,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,,22/02/15 13:23,Los Angeles,Pacific Time (US & Canada)
147,5.696e+17,positive,jessicajaymes,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,"[33.94652852, -118.40766257]",22/02/15 12:49,"hollywood, california",Pacific Time (US & Canada)
148,5.69596e+17,positive,livingfitly,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,,22/02/15 12:35,"Washington, DC",Eastern Time (US & Canada)
149,5.69596e+17,negative,khartline,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.,,22/02/15 12:34,Las Vegas,Pacific Time (US & Canada)
